,Details
5839,"Mieszkanie, Poznań, Dębiec, 44 m²Stan: Innyzakończona1 June 2024 o godzinie 07:04:07425 000,00złZobacz aktualne oferty"
5840,"Mieszkanie, Poznań, Piątkowo, 50 m²Stan: Innyzakończona1 June 2024 o godzinie 07:04:07525 000,00złZobacz aktualne oferty"
5841,"Mieszkanie, Poznań, 73 m²Stan: Innyzakończona1 June 2024 o godzinie 02:32:47580 000,00złZobacz aktualne oferty"
5842,"Dom, Poznań, Wilda, 630 m²Stan: Innyzakończona1 June 2024 o godzinie 02:32:461 400 000,00złZobacz aktualne oferty"
5843,"Mieszkanie, Poznań, Nowe Miasto, 45 m²Stan: Innyzakończona31 May 2024 o godzinie 23:06:41450 000,00złZobacz aktualne oferty"
5844,"Fabryka, Poznań, Winogrady, 80 m²Stan: Innyzakończona31 May 2024 o godzinie 23:06:407000,00złZobacz aktualne oferty"
5845,"Mieszkanie, Poznań, Łazarz, 180 m²Stan: Innyzakończona31 May 2024 o godzinie 22:53:231 350 000,00złZobacz aktualne oferty"
5846,"Dom, Poznań, 387 m²Stan: Innyzakończona31 May 2024 o godzinie 22:39:501 990 000,00złZobacz aktualne oferty"
5847,"Biuro, Poznań, Podolany, 126 m²Stan: Innyzakończona31 May 2024 o godzinie 21:32:326750,00złZobacz aktualne oferty"
5848,"Mieszkanie, Poznań, Nowe Miasto, 67 m²Stan: Innyzakończona31 May 2024 o godzinie 21:32:31665 400,00złZobacz aktualne oferty"
5849,"Mieszkanie, Poznań, Stare Miasto, 49 m²Stan: Innyzakończona31 May 2024 o godzinie 19:51:59780 000,00złZobacz aktualne oferty"
5850,"Dom, Poznań, Wola, 280 m²Stan: Innyzakończona31 May 2024 o godzinie 18:59:587700,00złZobacz aktualne oferty"
5851,"Mieszkanie, Poznań, Rataje, 71 m²Stan: Innyzakończona31 May 2024 o godzinie 18:07:45779 000,00złZobacz aktualne oferty"
5852,"Mieszkanie, Poznań, Górczyn, 34 m²Stan: Innyzakończona31 May 2024 o godzinie 18:07:452200,00złZobacz aktualne oferty"
5853,"Mieszkanie, Poznań, Górczyn, 26 m²Stan: Innyzakończona31 May 2024 o godzinie 18:07:441900,00złZobacz aktualne oferty"
5854,"Mieszkanie, Poznań, Grunwald, 63 m²Stan: Innyzakończona31 May 2024 o godzinie 17:42:11569 000,00złZobacz aktualne oferty"
5855,"Mieszkanie, Poznań, 69 m²Stan: Innyzakończona31 May 2024 o godzinie 15:30:16768 000,00złZobacz aktualne oferty"
5856,"Mieszkanie, Poznań, Grunwald, 67 m²Stan: Innyzakończona31 May 2024 o godzinie 15:30:12769 000,00złZobacz aktualne oferty"
5857,"Mieszkanie, Poznań, Łazarz, 62 m²Stan: Innyzakończona31 May 2024 o godzinie 14:22:402300,00złZobacz aktualne oferty"
5858,"Mieszkanie, Poznań, Winiary, 46 m²Stan: Innyzakończona31 May 2024 o godzinie 13:58:03497 000,00złZobacz aktualne oferty"
5859,"Mieszkanie, Poznań, Rataje, 67 m²Stan: Innyzakończona31 May 2024 o godzinie 12:18:414500,00złZobacz aktualne oferty"
5860,"Mieszkanie, Poznań, Winogrady, 47 m²Stan: Innyzakończona31 May 2024 o godzinie 12:18:01490 000,00złZobacz aktualne oferty"
5861,"Mieszkanie, Poznań, 49 m²Stan: Innyzakończona31 May 2024 o godzinie 11:40:00660 000,00złZobacz aktualne oferty"
5862,"Mieszkanie, Poznań, Nowe Miasto, 65 m²Stan: Innyzakończona31 May 2024 o godzinie 10:22:522800,00złZobacz aktualne oferty"
5863,"Mieszkanie, Poznań, Rataje, 44 m²Stan: Innyzakończona31 May 2024 o godzinie 10:08:45424 000,00złZobacz aktualne oferty"
5864,"Mieszkanie, Poznań, Grunwald, 21 m²Stan: Innyzakończona31 May 2024 o godzinie 07:49:22950,00złZobacz aktualne oferty"
5865,"Magazyny i hale, Poznań, 500 m²Stan: Innyzakończona31 May 2024 o godzinie 07:35:431 650 000,00złZobacz aktualne oferty"
5866,"Mieszkanie, Poznań, Jeżyce, 64 m²Stan: Innyzakończona30 May 2024 o godzinie 22:37:433100,00złZobacz aktualne oferty"
5867,"Mieszkanie, Poznań, 20 m²Stan: Innyzakończona30 May 2024 o godzinie 22:11:111500,00złZobacz aktualne oferty"
5868,"Mieszkanie, Poznań, 63 m²Stan: Innyzakończona30 May 2024 o godzinie 15:27:21640 000,00złZobacz aktualne oferty"
5869,"Dom, Poznań, 269 m²Stan: Innyzakończona30 May 2024 o godzinie 15:27:092 440 000,00złZobacz aktualne oferty"
5870,"Komercyjne, Poznań, Grunwald, 16 m²Stan: Innyzakończona30 May 2024 o godzinie 13:44:2476 000,00złZobacz aktualne oferty"
5871,"Mieszkanie, Poznań, Winogrady, 65 m²Stan: Innyzakończona30 May 2024 o godzinie 13:09:11695 000,00złZobacz aktualne oferty"
5872,"Magazyny i hale, Poznań, Wilda, 46 m²Stan: Innyzakończona30 May 2024 o godzinie 10:53:4379 000,00złZobacz aktualne oferty"
5873,"Mieszkanie, Poznań, Grunwald, 46 m²Stan: Innyzakończona30 May 2024 o godzinie 00:02:44685 000,00złZobacz aktualne oferty"
5874,"Mieszkanie, Poznań, Naramowice, 73 m²Stan: Innyzakończona30 May 2024 o godzinie 00:02:42760 000,00złZobacz aktualne oferty"
5875,"Mieszkanie, Poznań, Rataje, 38 m²Stan: Innyzakończona29 May 2024 o godzinie 23:49:541690,00złZobacz aktualne oferty"
5876,"Mieszkanie, Poznań, Piątkowo, 46 m²Stan: Innyzakończona29 May 2024 o godzinie 19:16:46549 000,00złZobacz aktualne oferty"
5877,"Mieszkanie, Poznań, Wilda, 54 m²Stan: Innyzakończona29 May 2024 o godzinie 19:02:35534 600,00złZobacz aktualne oferty"
5878,"Mieszkanie, Poznań, Górczyn, 54 m²Stan: Innyzakończona29 May 2024 o godzinie 17:28:30959 000,00złZobacz aktualne oferty"
5879,"Mieszkanie, Poznań, Stare Miasto, 95 m²Stan: Innyzakończona29 May 2024 o godzinie 16:47:091 448 108,00złZobacz aktualne oferty"
5880,"Mieszkanie, Poznań, Stare Miasto, 60 m²Stan: Innyzakończona29 May 2024 o godzinie 16:47:08898 804,00złZobacz aktualne oferty"
5881,"Mieszkanie, Poznań, Głuszyna, 54 m²Stan: Innyzakończona29 May 2024 o godzinie 16:46:31469 000,00złZobacz aktualne oferty"
5882,"Mieszkanie, Poznań, Dębiec, 47 m²Stan: Innyzakończona29 May 2024 o godzinie 16:21:45499 000,00złZobacz aktualne oferty"
5883,"Mieszkanie, Poznań, Podolany, 34 m²Stan: Innyzakończona29 May 2024 o godzinie 16:21:441850,00złZobacz aktualne oferty"
5884,"Mieszkanie, Poznań, Winiary, 53 m²Stan: Innyzakończona29 May 2024 o godzinie 12:45:49514 000,00złZobacz aktualne oferty"
5885,"Mieszkanie, Poznań, Jeżyce, 29 m²Stan: Innyzakończona29 May 2024 o godzinie 12:33:39425 000,00złZobacz aktualne oferty"
5886,"Mieszkanie, Poznań, Piątkowo, 51 m²Stan: Innyzakończona29 May 2024 o godzinie 12:33:35599 000,00złZobacz aktualne oferty"
5887,"Mieszkanie, Poznań, 40 m²Stan: Innyzakończona29 May 2024 o godzinie 11:38:59529 024,00złZobacz aktualne oferty"
5888,"Mieszkanie, Poznań, Łazarz, 145 m²Stan: Innyzakończona29 May 2024 o godzinie 11:33:025000,00złZobacz aktualne oferty"
5889,"Mieszkanie, Poznań, 58 m²Stan: Innyzakończona29 May 2024 o godzinie 11:18:335000,00złZobacz aktualne oferty"
5890,"Mieszkanie, Poznań, Chartowo, 36 m²Stan: Innyzakończona29 May 2024 o godzinie 11:18:26386 000,00złZobacz aktualne oferty"
5891,"Mieszkanie, Poznań, Rataje, 67 m²Stan: Innyzakończona29 May 2024 o godzinie 11:05:27725 000,00złZobacz aktualne oferty"
5892,"Mieszkanie, Poznań, Grunwald, 72 m²Stan: Innyzakończona29 May 2024 o godzinie 11:05:12685 615,00złZobacz aktualne oferty"
5893,"Mieszkanie, Poznań, Nowe Miasto, 59 m²Stan: Innyzakończona29 May 2024 o godzinie 11:04:31645 000,00złZobacz aktualne oferty"
5894,"Mieszkanie, Poznań, Rataje, 65 m²Stan: Innyzakończona29 May 2024 o godzinie 11:04:03692 600,00złZobacz aktualne oferty"
5895,"Mieszkanie, Poznań, Grunwald, 57 m²Stan: Innyzakończona29 May 2024 o godzinie 11:03:32709 250,00złZobacz aktualne oferty"
5896,"Mieszkanie, Poznań, Grunwald, 64 m²Stan: Innyzakończona29 May 2024 o godzinie 10:41:39525 000,00złZobacz aktualne oferty"
5897,"Mieszkanie, Poznań, Łazarz, 65 m²Stan: Innyzakończona29 May 2024 o godzinie 10:29:273000,00złZobacz aktualne oferty"
5898,"Mieszkanie, Poznań, Dębiec, 54 m²Stan: Innyzakończona29 May 2024 o godzinie 10:29:27509 000,00złZobacz aktualne oferty"
5899,"Mieszkanie, Poznań, Górczyn, 33 m²Stan: Innyzakończona29 May 2024 o godzinie 10:04:311290,00złZobacz aktualne oferty"
5900,"Mieszkanie, Poznań, Górczyn, 33 m²Stan: Innyzakończona29 May 2024 o godzinie 10:04:311390,00złZobacz aktualne oferty"
5901,"Mieszkanie, Poznań, Naramowice, 115 m²Stan: Innyzakończona29 May 2024 o godzinie 09:21:581 270 000,00złZobacz aktualne oferty"
5902,"Mieszkanie, Poznań, Jeżyce, 27 m²Stan: Innyzakończona29 May 2024 o godzinie 00:05:051900,00złZobacz aktualne oferty"
5903,"Mieszkanie, Poznań, Rataje, 63 m²Stan: Innyzakończona29 May 2024 o godzinie 00:05:01692 000,00złZobacz aktualne oferty"
5904,"Mieszkanie, Poznań, Łazarz, 43 m²Stan: Innyzakończona29 May 2024 o godzinie 00:05:00459 000,00złZobacz aktualne oferty"
5905,"Biuro, Poznań, Jeżyce, 54 m²Stan: Innyzakończona29 May 2024 o godzinie 00:04:59399 999,00złZobacz aktualne oferty"
5906,"Mieszkanie, Poznań, Jeżyce, 43 m²Stan: Innyzakończona29 May 2024 o godzinie 00:04:59459 000,00złZobacz aktualne oferty"
5907,"Komercyjne, Poznań, Grunwald, 88 m²Stan: Innyzakończona29 May 2024 o godzinie 00:04:59390 000,00złZobacz aktualne oferty"
5908,"Mieszkanie, Poznań, Winogrady, 46 m²Stan: Innyzakończona28 May 2024 o godzinie 23:52:18497 000,00złZobacz aktualne oferty"
5909,"Działka, Poznań, Ławica, 300 m²Stan: Innyzakończona28 May 2024 o godzinie 23:04:58135 000,00złZobacz aktualne oferty"
5910,"Komercyjne, Poznań, Wilda, 479 m²Stan: Innyzakończona28 May 2024 o godzinie 23:04:571 790 000,00złZobacz aktualne oferty"
5911,"Mieszkanie, Poznań, Naramowice, 51 m²Stan: Innyzakończona28 May 2024 o godzinie 22:02:38639 183,00złZobacz aktualne oferty"
5912,"Mieszkanie, Poznań, Grunwald, 175 m²Stan: Innyzakończona28 May 2024 o godzinie 21:36:074 034 000,00złZobacz aktualne oferty"
5913,"Mieszkanie, Poznań, 76 m²Stan: Innyzakończona28 May 2024 o godzinie 18:36:56617 000,00złZobacz aktualne oferty"
5914,"Mieszkanie, Poznań, Grunwald, 36 m²Stan: Innyzakończona28 May 2024 o godzinie 16:31:05429 000,00złZobacz aktualne oferty"
5915,"Mieszkanie, Poznań, Grunwald, 29 m²Stan: Innyzakończona28 May 2024 o godzinie 16:31:04398 000,00złZobacz aktualne oferty"
5916,"Mieszkanie, Poznań, Grunwald, 36 m²Stan: Innyzakończona28 May 2024 o godzinie 16:06:13499 000,00złZobacz aktualne oferty"
5917,"Mieszkanie, Poznań, Łazarz, 32 m²Stan: Innyzakończona28 May 2024 o godzinie 15:42:231900,00złZobacz aktualne oferty"
5918,"Mieszkanie, Poznań, Centrum, 27 m²Stan: Innyzakończona28 May 2024 o godzinie 15:42:021790,00złZobacz aktualne oferty"
5919,"Mieszkanie, Poznań, Górczyn, 33 m²Stan: Innyzakończona28 May 2024 o godzinie 15:42:022000,00złZobacz aktualne oferty"
5920,"Garaż, Poznań, Rataje, 15 m²Stan: Innyzakończona28 May 2024 o godzinie 15:32:2650 000,00złZobacz aktualne oferty"
5921,"Mieszkanie, Poznań, Junikowo, 45 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:52546 739,00złZobacz aktualne oferty"
5922,"Mieszkanie, Poznań, Junikowo, 43 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:52526 954,00złZobacz aktualne oferty"
5923,"Mieszkanie, Poznań, Junikowo, 37 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:52464 508,00złZobacz aktualne oferty"
5924,"Mieszkanie, Poznań, Junikowo, 45 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:51536 976,00złZobacz aktualne oferty"
5925,"Mieszkanie, Poznań, Junikowo, 43 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:51517 709,00złZobacz aktualne oferty"
5926,"Mieszkanie, Poznań, Junikowo, 43 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:50503 842,00złZobacz aktualne oferty"
5927,"Mieszkanie, Poznań, Junikowo, 37 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:50440 273,00złZobacz aktualne oferty"
5928,"Mieszkanie, Poznań, Junikowo, 62 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:50646 369,00złZobacz aktualne oferty"
5929,"Mieszkanie, Poznań, Junikowo, 43 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:45489 974,00złZobacz aktualne oferty"
5930,"Mieszkanie, Poznań, Junikowo, 37 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:45432 194,00złZobacz aktualne oferty"
5931,"Mieszkanie, Poznań, Junikowo, 37 m²Stan: Innyzakończona28 May 2024 o godzinie 14:51:45452 390,00złZobacz aktualne oferty"
5932,"Biuro, Poznań, Stare Miasto, 83 m²Stan: Innyzakończona28 May 2024 o godzinie 14:13:322700,00złZobacz aktualne oferty"
5933,"Mieszkanie, Poznań, Stare Miasto, 76 m²Stan: Innyzakończona28 May 2024 o godzinie 14:13:301 250 000,00złZobacz aktualne oferty"
5934,"Mieszkanie, Poznań, Stare Miasto, 21 m²Stan: Innyzakończona28 May 2024 o godzinie 13:07:302000,00złZobacz aktualne oferty"
5935,"Mieszkanie, Poznań, Grunwald, 54 m²Stan: Innyzakończona28 May 2024 o godzinie 11:10:12595 000,00złZobacz aktualne oferty"
5936,"Dom, Poznań, Junikowo, 208 m²Stan: Innyzakończona28 May 2024 o godzinie 10:34:161 100 000,00złZobacz aktualne oferty"
5937,"Mieszkanie, Poznań, Świerczewo, 72 m²Stan: Innyzakończona28 May 2024 o godzinie 09:58:10547 000,00złZobacz aktualne oferty"
5938,"Mieszkanie, Poznań, Świerczewo, 72 m²Stan: Innyzakończona28 May 2024 o godzinie 09:58:102700,00złZobacz aktualne oferty"
5939,"Działka, Poznań, 1437 m²Stan: Innyzakończona28 May 2024 o godzinie 09:46:02645 213,00złZobacz aktualne oferty"
5940,"Działka, Poznań, 2873 m²Stan: Innyzakończona28 May 2024 o godzinie 09:46:021 264 120,00złZobacz aktualne oferty"
5941,"Działka, Poznań, 1436 m²Stan: Innyzakończona28 May 2024 o godzinie 09:46:02644 764,00złZobacz aktualne oferty"
5942,"Mieszkanie, Poznań, Łazarz, 79 m²Stan: Innyzakończona28 May 2024 o godzinie 09:20:06675 000,00złZobacz aktualne oferty"
5943,"Mieszkanie, Poznań, Naramowice, 38 m²Stan: Innyzakończona28 May 2024 o godzinie 08:52:36442 308,00złZobacz aktualne oferty"
5944,"Mieszkanie, Poznań, Naramowice, 35 m²Stan: Innyzakończona28 May 2024 o godzinie 08:52:30405 522,00złZobacz aktualne oferty"
5945,"Mieszkanie, Poznań, Nowe Miasto, 30 m²Stan: Innyzakończona28 May 2024 o godzinie 08:52:29348 910,00złZobacz aktualne oferty"
5946,"Mieszkanie, Poznań, Nowe Miasto, 40 m²Stan: Innyzakończona28 May 2024 o godzinie 08:52:28457 815,00złZobacz aktualne oferty"
5947,"Mieszkanie, Poznań, Naramowice, 42 m²Stan: Innyzakończona28 May 2024 o godzinie 08:52:27495 300,00złZobacz aktualne oferty"
5948,"Mieszkanie, Poznań, Jeżyce, 28 m²Stan: Innyzakończona28 May 2024 o godzinie 07:46:401090,00złZobacz aktualne oferty"
5949,"Mieszkanie, Poznań, Grunwald, 43 m²Stan: Innyzakończona28 May 2024 o godzinie 07:21:44479 000,00złZobacz aktualne oferty"
5950,"Dom, Poznań, Wola, 117 m²Stan: Innyzakończona28 May 2024 o godzinie 07:21:331 378 123,00złZobacz aktualne oferty"
5951,"Dom, Poznań, Wola, 89 m²Stan: Innyzakończona28 May 2024 o godzinie 07:21:331 066 693,00złZobacz aktualne oferty"
5952,"Mieszkanie, Poznań, Jeżyce, 117 m²Stan: Innyzakończona28 May 2024 o godzinie 07:21:331 378 123,00złZobacz aktualne oferty"
5953,"Mieszkanie, Poznań, Wola, 89 m²Stan: Innyzakończona28 May 2024 o godzinie 07:21:321 066 693,00złZobacz aktualne oferty"
5954,"Mieszkanie, Poznań, Główna, 39 m²Stan: Innyzakończona28 May 2024 o godzinie 07:09:03429 000,00złZobacz aktualne oferty"
5955,"Mieszkanie, Poznań, Rataje, 39 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:21493 811,00złZobacz aktualne oferty"
5956,"Mieszkanie, Poznań, Naramowice, 54 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:21693 380,00złZobacz aktualne oferty"
5957,"Mieszkanie, Poznań, Naramowice, 43 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:21621 388,00złZobacz aktualne oferty"
5958,"Mieszkanie, Poznań, Umultowo, 27 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:19365 800,00złZobacz aktualne oferty"
5959,"Mieszkanie, Poznań, Stare Miasto, 29 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:19407 850,00złZobacz aktualne oferty"
5960,"Mieszkanie, Poznań, Naramowice, 37 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:18495 400,00złZobacz aktualne oferty"
5961,"Mieszkanie, Poznań, 55 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:18564 397,00złZobacz aktualne oferty"
5962,"Mieszkanie, Poznań, Naramowice, 59 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:18597 198,00złZobacz aktualne oferty"
5963,"Mieszkanie, Poznań, Grunwald, 49 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:18690 107,00złZobacz aktualne oferty"
5964,"Mieszkanie, Poznań, Stare Miasto, 68 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:17928 000,00złZobacz aktualne oferty"
5965,"Mieszkanie, Poznań, Rataje, 43 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:17481 589,00złZobacz aktualne oferty"
5966,"Mieszkanie, Poznań, Naramowice, 41 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:17467 099,00złZobacz aktualne oferty"
5967,"Mieszkanie, Poznań, Naramowice, 41 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:16491 871,00złZobacz aktualne oferty"
5968,"Mieszkanie, Poznań, Naramowice, 28 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:16399 500,00złZobacz aktualne oferty"
5969,"Mieszkanie, Poznań, Stare Miasto, 37 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:16427 068,00złZobacz aktualne oferty"
5970,"Mieszkanie, Poznań, Grunwald, 60 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:15850 000,00złZobacz aktualne oferty"
5971,"Mieszkanie, Poznań, Naramowice, 36 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:15438 600,00złZobacz aktualne oferty"
5972,"Mieszkanie, Poznań, Naramowice, 26 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:14376 100,00złZobacz aktualne oferty"
5973,"Mieszkanie, Poznań, Jeżyce, 53 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:12659 382,00złZobacz aktualne oferty"
5974,"Mieszkanie, Poznań, Jeżyce, 72 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:11818 777,00złZobacz aktualne oferty"
5975,"Mieszkanie, Poznań, Jeżyce, 33 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:11449 000,00złZobacz aktualne oferty"
5976,"Mieszkanie, Poznań, Jeżyce, 30 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:10413 150,00złZobacz aktualne oferty"
5977,"Mieszkanie, Poznań, Rataje, 38 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:10462 180,00złZobacz aktualne oferty"
5978,"Mieszkanie, Poznań, Nowe Miasto, 25 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:09207 289,00złZobacz aktualne oferty"
5979,"Mieszkanie, Poznań, Rataje, 47 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:09491 114,00złZobacz aktualne oferty"
5980,"Mieszkanie, Poznań, Rataje, 37 m²Stan: Innyzakończona27 May 2024 o godzinie 22:59:08423 724,00złZobacz aktualne oferty"
5981,"Działka, Poznań, Grunwald, 1090 m²Stan: Innyzakończona27 May 2024 o godzinie 22:40:20650 000,00złZobacz aktualne oferty"
5982,"Mieszkanie, Poznań, Naramowice, 35 m²Stan: Innyzakończona27 May 2024 o godzinie 21:55:372400,00złZobacz aktualne oferty"
5983,"Mieszkanie, Poznań, Naramowice, 30 m²Stan: Innyzakończona27 May 2024 o godzinie 21:55:372100,00złZobacz aktualne oferty"
5984,"Mieszkanie, Poznań, Grunwald, 72 m²Stan: Innyzakończona27 May 2024 o godzinie 21:41:183900,00złZobacz aktualne oferty"
5985,"Mieszkanie, Poznań, Stare Miasto, 27 m²Stan: Innyzakończona27 May 2024 o godzinie 17:22:231550,00złZobacz aktualne oferty"
5986,"Mieszkanie, Poznań, Jeżyce, 31 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:27433 325,00złZobacz aktualne oferty"
5987,"Mieszkanie, Poznań, Jeżyce, 41 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:27509 784,00złZobacz aktualne oferty"
5988,"Mieszkanie, Poznań, Nowe Miasto, 55 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:27590 098,00złZobacz aktualne oferty"
5989,"Mieszkanie, Poznań, Wilda, 59 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:25630 000,00złZobacz aktualne oferty"
5990,"Mieszkanie, Poznań, Jeżyce, 25 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:25328 887,00złZobacz aktualne oferty"
5991,"Mieszkanie, Poznań, Jeżyce, 46 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:24547 675,00złZobacz aktualne oferty"
5992,"Mieszkanie, Poznań, Nowe Miasto, 35 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:24315 598,00złZobacz aktualne oferty"
5993,"Mieszkanie, Poznań, Naramowice, 46 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:23496 368,00złZobacz aktualne oferty"
5994,"Dom, Poznań, Serokomla (gm.), 123 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:23940 000,00złZobacz aktualne oferty"
5995,"Mieszkanie, Poznań, Nowe Miasto, 60 m²Stan: Innyzakończona27 May 2024 o godzinie 17:10:23592 713,00złZobacz aktualne oferty"
